Year-Month,Method,Category,Format,TitleVolume,Activity,Unit,Sum
2018-05,Manual,Document,Document,Titles,additions,Serials,7
2018-05,Manual,Document,Document,Titles,withdraws,Serials,-5
2018-05,Manual,Document,Document,Volumes,additions,Cataloging,2
2018-05,Manual,Document,Document,Volumes,additions,Serials,7
2018-05,Manual,Document,Document,Volumes,withdraws,Serials,-758
2018-05,Manual,eBook,eBook,Titles,additions,Cataloging,3
2018-05,Manual,eBook,eBook,Volumes,additions,Cataloging,3
2018-05,Manual,Media,DVD,Titles,additions,Cataloging,9
2018-05,Manual,Media,DVD,Volumes,additions,Cataloging,9
2018-05,Manual,Media,Microform,Volumes,additions,Serials,1
2018-05,Manual,Other,Map,Titles,additions,Cataloging,1
2018-05,Manual,Other,Map,Volumes,additions,Cataloging,1
2018-05,Manual,Other,Mixed,Titles,additions,Cataloging,24
2018-05,Manual,Other,Mixed,Volumes,additions,Cataloging,24
2018-05,P-FILE-90,Book,Book,Titles,additions,Monographs,184
2018-05,P-FILE-90,Book,Book,Volumes,additions,Monographs,184
2018-06,Manual,Book,Book,Titles,additions,Cataloging,1033
2018-06,Manual,Book,Book,Titles,additions,Serials,12
2018-06,Manual,Book,Book,Titles,withdraws,Cataloging,-90
2018-06,Manual,Book,Book,Titles,withdraws,Serials,-49
2018-06,Manual,Book,Book,Volumes,additions,Cataloging,1069
2018-06,Manual,Book,Book,Volumes,additions,Serials,14
2018-06,Manual,Book,Book,Volumes,withdraws,Cataloging,-111
2018-06,Manual,Book,Book,Volumes,withdraws,Serials,-49
2018-06,Manual,Continuing,Periodical,Titles,additions,Serials,2
2018-06,Manual,Continuing,Periodical,Volumes,additions,Serials,12
2018-06,Manual,Continuing,Serial,Titles,additions,Serials,2
2018-06,Manual,Continuing,Serial,Titles,withdraws,Serials,-9
2018-06,Manual,Continuing,Serial,Volumes,additions,Serials,23
2018-06,Manual,Continuing,Serial,Volumes,withdraws,Cataloging,-1
2018-06,Manual,Continuing,Serial,Volumes,withdraws,Serials,-751
2018-06,Manual,Document,Document,Titles,additions,Serials,1
2018-06,Manual,Document,Document,Volumes,additions,Serials,1
2018-06,Manual,Media,Audio CD,Titles,withdraws,Cataloging,-1
2018-06,Manual,Media,Audio CD,Volumes,withdraws,Cataloging,-1
2018-06,Manual,Media,CD-ROM,Volumes,withdraws,Cataloging,-1
2018-06,Manual,Media,Database,Titles,withdraws,Cataloging,-39
2018-06,Manual,Media,Database,Volumes,withdraws,Cataloging,-39
2018-06,Manual,Media,DVD,Titles,additions,Cataloging,7
2018-06,Manual,Media,DVD,Volumes,additions,Cataloging,7
2018-06,Manual,Media,Microform,Volumes,additions,Serials,1
2018-06,Manual,Media,Microform,Volumes,withdraws,Cataloging,-4
2018-06,Manual,Other,Games,Titles,additions,Cataloging,1
2018-06,Manual,Other,Games,Volumes,additions,Cataloging,1
2018-06,Manual,Other,Map,Titles,withdraws,Cataloging,-1
2018-06,Manual,Other,Map,Volumes,withdraws,Cataloging,-1
2018-06,Manual,Other,Mixed,Titles,additions,Cataloging,21
2018-06,Manual,Other,Mixed,Volumes,additions,Cataloging,21
2018-06,P-FILE-90,Book,Book,Titles,additions,Monographs,6
2018-06,P-FILE-90,Book,Book,Volumes,additions,Monographs,6
2018-07,GENLOAD,eBook,eBook,Titles,additions,Monographs,12
2018-07,GENLOAD,eBook,eBook,Volumes,additions,Monographs,12
2018-07,Manual,Book,Book,Titles,additions,Cataloging,585
2018-07,Manual,Book,Book,Titles,additions,Serials,21
2018-07,Manual,Book,Book,Titles,withdraws,Cataloging,-76
2018-07,Manual,Book,Book,Volumes,additions,Cataloging,590
2018-07,Manual,Book,Book,Volumes,additions,Serials,21
2018-07,Manual,Book,Book,Volumes,withdraws,Cataloging,-91
2018-07,Manual,Continuing,Periodical,Volumes,additions,Serials,25
2018-07,Manual,Continuing,Serial,Titles,additions,Serials,4
2018-07,Manual,Continuing,Serial,Volumes,additions,Serials,49
2018-07,Manual,Continuing,Serial,Volumes,withdraws,Cataloging,-1
2018-07,Manual,Continuing,Serial,Volumes,withdraws,Serials,-1
2018-07,Manual,Document,Document,Volumes,additions,Serials,1
2018-07,Manual,eBook,eBook,Titles,additions,Cataloging,1
2018-07,Manual,eBook,eBook,Titles,withdraws,Cataloging,-1
2018-07,Manual,eBook,eBook,Volumes,additions,Cataloging,1
2018-07,Manual,eBook,eBook,Volumes,withdraws,Cataloging,-1
2018-07,Manual,Media,DVD,Titles,additions,Cataloging,7
2018-07,Manual,Media,DVD,Titles,withdraws,Cataloging,-49
2018-07,Manual,Media,DVD,Volumes,additions,Cataloging,10
2018-07,Manual,Media,DVD,Volumes,withdraws,Cataloging,-71
2018-07,Manual,Media,Microform,Volumes,additions,Serials,1
2018-07,Manual,Other,Mixed,Titles,additions,Cataloging,56
2018-07,Manual,Other,Mixed,Volumes,additions,Cataloging,56
2018-07,P-FILE-90,Book,Book,Titles,additions,Monographs,66
2018-07,P-FILE-90,Book,Book,Volumes,additions,Monographs,66
2018-08,Manual,Book,Book,Titles,additions,Cataloging,585
2018-08,Manual,Book,Book,Titles,additions,Serials,33
2018-08,Manual,Book,Book,Titles,withdraws,Cataloging,-134
2018-08,Manual,Book,Book,Volumes,additions,Cataloging,596
2018-08,Manual,Book,Book,Volumes,additions,Serials,37
2018-08,Manual,Book,Book,Volumes,withdraws,Cataloging,-133
2018-08,Manual,Continuing,Periodical,Titles,additions,Serials,1
2018-08,Manual,Continuing,Periodical,Volumes,additions,Serials,4
2018-08,Manual,Continuing,Serial,Titles,withdraws,Serials,-24
2018-08,Manual,Continuing,Serial,Volumes,additions,Serials,28
2018-08,Manual,Continuing,Serial,Volumes,withdraws,Serials,-319
2018-08,Manual,Document,Document,Volumes,withdraws,Serials,-3
2018-08,Manual,eBook,eBook,Titles,withdraws,Cataloging,-1
2018-08,Manual,eBook,eBook,Volumes,withdraws,Cataloging,-1
2018-08,Manual,Media,CD-ROM,Titles,withdraws,Serials,-43
2018-08,Manual,Media,CD-ROM,Volumes,additions,Serials,14
2018-08,Manual,Media,CD-ROM,Volumes,withdraws,Serials,-81
2018-08,Manual,Media,DVD,Titles,additions,Cataloging,6
2018-08,Manual,Media,DVD,Titles,withdraws,Cataloging,-1
2018-08,Manual,Media,DVD,Volumes,additions,Cataloging,10
2018-08,Manual,Media,DVD,Volumes,withdraws,Cataloging,-1
2018-08,Manual,Media,Microform,Titles,withdraws,Cataloging,-840
2018-08,Manual,Media,Microform,Volumes,additions,Serials,1
2018-08,Manual,Media,Microform,Volumes,withdraws,Cataloging,-840
2018-08,Manual,Other,Mixed,Titles,additions,Cataloging,55
2018-08,Manual,Other,Mixed,Volumes,additions,Cataloging,55
2018-08,Manual,Other,Music,Titles,additions,Cataloging,4
2018-08,Manual,Other,Music,Volumes,additions,Cataloging,4
2018-08,P-FILE-90,Book,Book,Titles,additions,Monographs,170
2018-08,P-FILE-90,Book,Book,Volumes,additions,Monographs,170
2018-09,Manual,Book,Book,Titles,additions,Cataloging,410
2018-09,Manual,Book,Book,Titles,additions,Serials,13
2018-09,Manual,Book,Book,Titles,withdraws,Cataloging,-51
2018-09,Manual,Book,Book,Titles,withdraws,Serials,-1
2018-09,Manual,Book,Book,Volumes,additions,Cataloging,431
2018-09,Manual,Book,Book,Volumes,additions,Serials,13
2018-09,Manual,Book,Book,Volumes,withdraws,Cataloging,-51
2018-09,Manual,Book,Book,Volumes,withdraws,Serials,-48
2018-09,Manual,Continuing,Periodical,Titles,additions,Serials,2
2018-09,Manual,Continuing,Periodical,Volumes,additions,Serials,7
2018-09,Manual,Continuing,Serial,Titles,additions,Serials,4
2018-09,Manual,Continuing,Serial,Titles,withdraws,Cataloging,-1
2018-09,Manual,Continuing,Serial,Titles,withdraws,Serials,-13
2018-09,Manual,Continuing,Serial,Volumes,additions,Serials,42
2018-09,Manual,Continuing,Serial,Volumes,withdraws,Cataloging,-1
2018-09,Manual,Continuing,Serial,Volumes,withdraws,Serials,-80
2018-09,Manual,Document,Document,Volumes,additions,Serials,3
2018-09,Manual,eMedia,Streaming Video,Titles,withdraws,Cataloging,-297
2018-09,Manual,eMedia,Streaming Video,Volumes,withdraws,Cataloging,-297
2018-09,Manual,Media,CD-ROM,Titles,additions,Cataloging,1
2018-09,Manual,Media,CD-ROM,Titles,withdraws,Serials,-19
2018-09,Manual,Media,CD-ROM,Volumes,additions,Cataloging,1
2018-09,Manual,Media,CD-ROM,Volumes,withdraws,Serials,-5
2018-09,Manual,Media,DVD,Titles,additions,Cataloging,11
2018-09,Manual,Media,DVD,Titles,withdraws,Cataloging,-112
2018-09,Manual,Media,DVD,Volumes,additions,Cataloging,14
2018-09,Manual,Media,DVD,Volumes,withdraws,Cataloging,-123
2018-09,Manual,Media,Microform,Titles,withdraws,Cataloging,-975
2018-09,Manual,Media,Microform,Volumes,additions,Serials,1
2018-09,Manual,Media,Microform,Volumes,withdraws,Cataloging,-975
2018-09,Manual,Other,Realia,Titles,withdraws,Cataloging,-1
2018-09,Manual,Other,Realia,Volumes,withdraws,Cataloging,-1
2018-09,P-FILE-90,Book,Book,Titles,additions,Monographs,125
2018-09,P-FILE-90,Book,Book,Volumes,additions,Monographs,125
2018-10,GENLOAD,eBook,eBook,Titles,additions,Cataloging,538
2018-10,GENLOAD,eBook,eBook,Volumes,additions,Cataloging,538
2018-10,Manual,Book,Book,Titles,additions,Cataloging,514
2018-10,Manual,Book,Book,Titles,additions,Serials,27
2018-10,Manual,Book,Book,Titles,withdraws,Cataloging,-91
2018-10,Manual,Book,Book,Volumes,additions,Cataloging,620
2018-10,Manual,Book,Book,Volumes,additions,Serials,28
2018-10,Manual,Book,Book,Volumes,withdraws,Cataloging,-93
2018-10,Manual,Book,Book,Volumes,withdraws,Serials,-2
2018-10,Manual,Continuing,Periodical,Titles,additions,Serials,1
2018-10,Manual,Continuing,Periodical,Titles,withdraws,Serials,-1
2018-10,Manual,Continuing,Periodical,Volumes,additions,Serials,9
2018-10,Manual,Continuing,Serial,Titles,additions,Serials,9
2018-10,Manual,Continuing,Serial,Titles,withdraws,Serials,-30
2018-10,Manual,Continuing,Serial,Volumes,additions,Serials,59
2018-10,Manual,Continuing,Serial,Volumes,withdraws,Serials,-157
2018-10,Manual,Document,Document,Titles,withdraws,Cataloging,-3
2018-10,Manual,Document,Document,Volumes,additions,Serials,11
2018-10,Manual,Document,Document,Volumes,withdraws,Cataloging,-3
2018-10,Manual,eBook,eBook,Titles,withdraws,Cataloging,-181
2018-10,Manual,eBook,eBook,Volumes,withdraws,Cataloging,-181
2018-10,Manual,Media,CD-ROM,Titles,withdraws,Serials,-1
2018-10,Manual,Media,CD-ROM,Volumes,additions,Serials,1
2018-10,Manual,Media,Database,Titles,withdraws,Cataloging,-1
2018-10,Manual,Media,Database,Volumes,withdraws,Cataloging,-1
2018-10,Manual,Media,DVD,Titles,additions,Cataloging,9
2018-10,Manual,Media,DVD,Volumes,additions,Cataloging,9
2018-10,Manual,Media,Microform,Titles,withdraws,Cataloging,-1445
2018-10,Manual,Media,Microform,Volumes,additions,Serials,1
2018-10,Manual,Media,Microform,Volumes,withdraws,Cataloging,-1445
2018-10,Manual,Other,Mixed,Titles,additions,Cataloging,41
2018-10,Manual,Other,Mixed,Volumes,additions,Cataloging,41
2018-10,P-FILE-90,Book,Book,Titles,additions,Monographs,113
2018-10,P-FILE-90,Book,Book,Volumes,additions,Monographs,113
2018-11,GENLOAD,eBook,eBook,Titles,additions,Cataloging,4
2018-11,GENLOAD,eBook,eBook,Volumes,additions,Cataloging,4
2018-11,GENLOAD,eContinuing,ePeriodical,Titles,additions,Cataloging,1034
2018-11,GENLOAD,eContinuing,ePeriodical,Volumes,additions,Cataloging,1034
2018-11,Manual,Book,Book,Titles,additions,Cataloging,416
2018-11,Manual,Book,Book,Titles,additions,Serials,17
2018-11,Manual,Book,Book,Titles,withdraws,Cataloging,-829
2018-11,Manual,Book,Book,Titles,withdraws,Serials,-14
2018-11,Manual,Book,Book,Volumes,additions,Cataloging,467
2018-11,Manual,Book,Book,Volumes,additions,Serials,16
2018-11,Manual,Book,Book,Volumes,withdraws,Cataloging,-836
2018-11,Manual,Book,Book,Volumes,withdraws,Serials,-16
2018-11,Manual,Continuing,Periodical,Titles,additions,Serials,2
2018-11,Manual,Continuing,Periodical,Volumes,additions,Serials,5
2018-11,Manual,Continuing,Serial,Titles,additions,Serials,1
2018-11,Manual,Continuing,Serial,Titles,withdraws,Cataloging,-2
2018-11,Manual,Continuing,Serial,Volumes,additions,Serials,32
2018-11,Manual,Continuing,Serial,Volumes,withdraws,Cataloging,-9
2018-11,Manual,Document,Document,Titles,additions,Serials,7
2018-11,Manual,Document,Document,Volumes,additions,Serials,9
2018-11,Manual,eBook,eBook,Titles,withdraws,Cataloging,-3946
2018-11,Manual,eBook,eBook,Volumes,withdraws,Cataloging,-3946
2018-11,Manual,Media,DVD,Titles,additions,Cataloging,4
2018-11,Manual,Media,DVD,Volumes,additions,Cataloging,5
2018-11,Manual,Other,Graphic,Titles,additions,Cataloging,1
2018-11,Manual,Other,Graphic,Volumes,additions,Cataloging,1
2018-11,P-FILE-90,Book,Book,Titles,additions,Monographs,155
2018-11,P-FILE-90,Book,Book,Volumes,additions,Monographs,155
2018-12,Manual,Book,Book,Titles,additions,Cataloging,251
2018-12,Manual,Book,Book,Titles,additions,Serials,49
2018-12,Manual,Book,Book,Titles,withdraws,Cataloging,-59
2018-12,Manual,Book,Book,Volumes,additions,Cataloging,265
2018-12,Manual,Book,Book,Volumes,additions,Serials,54
2018-12,Manual,Book,Book,Volumes,withdraws,Cataloging,-63
2018-12,Manual,Continuing,Periodical,Volumes,additions,Serials,1
2018-12,Manual,Continuing,Serial,Titles,additions,Serials,1
2018-12,Manual,Continuing,Serial,Titles,withdraws,Serials,-1
2018-12,Manual,Continuing,Serial,Volumes,additions,Serials,52
2018-12,Manual,Continuing,Serial,Volumes,withdraws,Serials,-54
2018-12,Manual,eBook,eBook,Titles,withdraws,Cataloging,-1134
2018-12,Manual,eBook,eBook,Volumes,withdraws,Cataloging,-1134
2018-12,Manual,Media,DVD,Titles,additions,Cataloging,2
2018-12,Manual,Media,DVD,Volumes,additions,Cataloging,2
2018-12,Manual,Media,Microform,Volumes,additions,Serials,1
2018-12,P-FILE-90,Book,Book,Titles,additions,Monographs,51
2018-12,P-FILE-90,Book,Book,Volumes,additions,Monographs,51
